Computer_Description,Selling_Price
HP All in One Computer 24 WINDOWS 11 16GB 512GB Bluetooth WEBCAM (FULLY LOADED),$659.00
"WINDOWS 11 Dell AIO 23"" All-in-one Computer PC Core i5 16GB RAM Webcam Wifi SSD",$399.99
New ListingDell OptiPlex 780 Desktop Computer SFF,$50.00
"Raspberry Pi 4 8GB DDR4 RAM Computer - RPI4-MODBP-8GB, Wi-Fi, Bluetooth",$179.99
HP Desktop Computer FAST Core 2 Duo 2.66 4GB RAM 160GB DVD WiFi Windows 10 64bit,$109.95
Dell Precision 3420 Desktop Intel Core i5 16gb Ram 500gb SSD Windows 10 Pro WiFi,$299.99
WINDOWS 11 PC Dell Core i5 3.20GHz Desktop Computer PC HDMI DP VGA WiFi ,$209.99 to $360.99
HP EliteDesk 800 G1 Mini PC i5-4590T Windows 10 Pro 120GB SSD 4GB - USB Wi-Fi,$99.00
HP EliteDesk 800 G2 Desktop Mini PC Computer Barebones 35W NO CPU/RAM/HDD/AC,$30.00
Dell Desktop computer PC  **  WIFI **  755 780 2.93GHz 250GB windows xp 32 bit,$119.89
Desktop computer Dell Optiplex 755 / 780 Duo Core 4GB RAM 250GB Windows 7 32bit,$97.99
HP DC6000 COMPUTER DUAL CORE 2.8GHZ 250GB 2GB WINDOWS XP FREE SHIP! M6000-XP2,$64.99
hp envy desktop computer,$300.00
HP All-in-One Computer 22” Full-HD Display Intel 3.20GHz 4GB 256GB SSD Drive BT,$687.34
Fast Dell Computer Tower Windows 7 Pro 32bit Intel core 2 Duo 3.07GHz 4GB 500GB,$120.00
⭐️ Raspberry Pi 4 Model B 2GB RAM Computer - New / Sealed ⭐️,$124.98
"HP Computer with 27"" Monitor WIN11 32GB 1TB Bluetooth WiFi DVD+RW (FULLY LOADED)",$759.00
New ListingHP Pavilion Gaming Computer with Intel 11th Gen Processor PC,$384.00
Dell Tower Intel i7 CPU 16GB RAM 2TB HD PC Windows 10 Professional Computer PC,$249.99
New ListingDell Optiplex 7020 sff Core i5-4590 3.30GHz 8GB RAM 500GB HDD Win 10 Pro 64bit  ,$55.00
"Gaming HP Desktop SFF Computer i5 PC 16GB 1TB AMD RX 550 4GB 24"" LCD Wi-Fi Win10",$227.99 to $473.99
Raspberry Pi 4 Model B - 1GB RAM Computer - BRAND NEW & UNOPENED!,$105.00
💥 Win 11 Pro FAST PC Dell Optiplex 5050 SFF 7th gen i3 8GB DDR4 128GB m.2 SSD ,$174.59
New ListingRaspberry Pi 4 Model B 2GB RAM Computer - New / Sealed,$110.00
HP Desktop Computer PC AMD Dual Core Windows 10 Home 8GB 250GB HD Keyboard/Mouse,$83.76
"HP Desktop Intel Core i3 Computer 8GB RAM 500GB HD Windows 10 PC 19"" LCD WIFI",$189.95
Lenovo ThinkCentre M900 Tiny PC Core i5 6500T 8GB RAM 256GB SSD Win10 Desktop,$240.00
New ListingDell XPS 8940 SE (White) i9-10850K 3.6Ghz 32GB RAM 512GB NVMe SSD+2TB HDD WiFi,$799.00
"DELL OPTIPLEX COMPUTER SFF I5 6TH GEN 16GB 2TB 2 X 22"" WIDE LCD WIN 10 PRO WIFI",$177.00 to $589.00
New ListingGateway GT5428 Windows 10 Desktop Computer,$125.00
"Commodore 64 Computer - Cleaned, Tested & Restored- C64",$275.00 to $305.00
New ListingDesktop Tower Computer Windows 10 Pro 1TB WD Blue HDD 8GB Ram i7-3770 3.40GHz,$199.99
"DELL PRECISION T3500 Xeon 2.8GHz Computer w/ 12GB RAM, 500GB HDD, WINDOWS 10 PRO",$129.00
New ListingDell XPS 8940 i5-11400 8G 512 GB SSD killer wifi BT 5.1 Intel 730 GPU ,$549.99
New ListingIntel i7 Custom Gaming PC Desktop Computer 16GB SSD 2TB GeForce GT 1030 HDMI New,$599.98
Lenovo Gaming Computer Nvidia GT1030 HDMI Windows 10 Core I5 Desktop PC Custom,$295.00 to $445.00
Dell Desktop Computer All in one AIO PC Dual Core 8GB RAM WiFi Win10 | Office 19,$185.99 to $215.99
HP M01 DESKTOP INTEL QUAD CORE i3-10100 4.3GHz  8GB 1TB 7200RPM DVDRW,$269.99
New ListingNew  Raspberry Pi 4 Model B 2GB RAM Quad Core 64 Bit Computer -IN HAND,$125.00
"HP Desktop Computer Intel Core 2 Duo 8GB 250GB HD 17"" LCD DVD WIFI Windows 10 PC",$129.95
"HP desktop computer 19"" LCD Windows 7 Dual Core 3.6GHz 250GB Wi-Fi 4GB Desktop",$119.99
Shop on eBay,$20.00
"Dell Tower Desktop Computer Intel i5 4th Gen 8GB 256GB SSD Windows 10 PC 22"" LCD",$146.94
HP Desktop i5 Computer Small Windows 10 Pro PC 3.2GHz 8GB RAM 500GB HD WIFI DVD,$179.95
Dell PC i5 Desktop Computer Tower 3.20GHz 8GB RAM 1TB HD Windows 10 Pro Wi-Fi,$134.99
Lenovo M73 SFF i5-4570 3.20GHz Desktop Computer PC HDMI DP VGA WiFi BT Win10,$169.99 to $355.99
"New ListingDELL Alienware Aurora R10, RTX Desktop Gaming Computer 1TB HDD-1000W PSU, NO GPU",$399.00
New ListingBeelink SEi8 Mini PC 4 Core i5-8279U (Up to 4.1GHz) 16GB/512GB SSD Win10Pro,$349.99
"Dell Desktop Computer Core2DUO 4GB RAM 1TB HD Windows 10 PC 19"" LCD Monitor WIFI",$186.99
New ListingDell 7060 PC DESKTOP Intel i7-8700 16GB DDR4 512GB SSD Windows 11 Pro,$399.00
HP S01 SLIM DESKTOP PC INTEL CELERON G5905 3.5GHz 4GB 1TB 7200RPM HD DVDRW,$179.99
Dell Quad Core i7 Optiplex 7010 Fast Desktop Computer PC Gaming Workstation,$289.95 to $669.95
AMD Quad Core 4GB DVDRW Windows XP PC Computer 32 bit w/Parallel Serial PCI,$399.99
New ListingDell Optiplex 7020 MT  Computer.,$185.00
New ListingCustom desktop computer i7 11700k rtx3060 32gb of ram 1.5 tb of nvme ssd,"$1,200.00"
Dell Optiplex 9020 SFF PC Core i7 4th Gen 16GB RAM 256GB SSD Hard Drive Win 10,$225.00
Lenovo i3 Desktop Computer SSD Intel Core 8GB RAM 256GB SSD Windows 10 Pro Wi-Fi,$99.95
WIN11 Pro - Dell Optiplex 7040 Micro i5-6500T 2.50GHz 8GB 128GB SSD WIFI,$184.99
New ListingHp Pavilion a6000n Desktop PC Computer 250Gb HD Windows Vista AMD64 x2 Dual Core,$100.00
Dell Optiplex 380 Computer 2.93Ghz 4GB 160GB Windows XP DVD Free Ship M380-XP1,$59.99
HP Z240 SFF Intel Xeon E3-1240 v5 @ 3.50GHz 16GB RAM 256GB SSD DVD-RW,$169.99
HP ProDesk 600 G2 Mini PC Computer Intel I5-6500t 8gb 256gb WiFi & BT Win 11,$114.98 to $159.98
HP Desktop Computer 3.16GHz 4GB DVDRW Parallel Port Win XP Pro 32bit,$109.00
"Lenovo IdeaCentre AIO 3 AMD Desktop, 21.5"" FHD IPS Touch  250 nits",$429.99
New Listingcomputer desktop hp,$60.00
Intel NUC D54250WYKH Computer i5 4250U 8GB RAM 250 GB  Includes AC Adapter,$140.00
"HP Desktop Computer, Intel Core i5 11400 (Up to 4.4Ghz), 8GB Ram, 256GB SSD",$399.00
Dell OptiPlex 3020 SFF 3.40GHz Intel i3-4130 8GB DDR3 RAM 500GB HDD WIN 10 Pro,$85.00
Dell OptiPlex 7040M Micro Desktop Tower 2.5GHz Core i5 8GB RAM No HD SSD w/Power,$159.99
"Lenovo IdeaCentre 5 (256GB SSD, Intel Core I5 10th Gen., 2.90GHz, 8GB) Desktop -",$187.00
HP Core i5 Gaming Computer 16GB 2TB Nvidia GT1030 Graphics  Windows 10 Desktop,$356.00
Zotac Mini PC AMD FX-7600P 2.7GHZ 4GB RAM NO HDD GS-B280-0001,$64.99
HP i7 Desktop SSD Intel Quad Core 16GB RAM 512GB SSD Computer Windows 10 Pro PC ,$204.99
"HP Desktop Computer PC 16GB 2TB 512GB SSD Wifi Core i5 Windows 10 PC 24"" 22"" LCD",$177.99 to $409.99
Dell Computer Intel Core i3 3.6 Ghz 8 GB Ram 1024 GB HDD Windows 10 Home 64-bit,$222.72
New ListingDell Optiplex 9020 SFF PC Computer Intel i5-4590 3.3GHz 8GB NO HDD/OS/COA,$94.95
Windows 11 Dell OptiPlex Tower Dual core SSD 8GB RAM WiFi BT Desktop Computer PC,$210.99
Beelink U59 Windows 10 Mini PC Intel N5095 8GB Ram 256GB Dual WIFI Mini Computer,$259.99
Lenovo Mini PC Tiny Desktop i7 / i5 Customize 32GB RAM 2TB SSD WIFI Win10 Pro,$190.00 to $759.96
"Dell Latitude E6540 Gaming Laptop Core i5 15.6"" 16GB Ram 512GB SSD Win 10 Pro",$379.99
"HP Desktop Computer馃毄32GB 2TB SSD Quad Core i7 馃毄Win 10 Pro PC 24"" Dual LCD WIFI",$289.43 to $732.97
Dell Optiplex 9020 Tower PC Core i7-4770 32GB RAM 1TB SSD Windows 10 Pro Wifi BT,$374.99
"HP 22"" Full-HD TOUCHSCREEN AMD 3.50GHz 1TB HDD 8GB Ram DVD+R All-in-One Computer",$754.12
Dell i5 Desktop 8GB RAM 500GB HD PC Intel Core Computer Windows 10 Home Wi-Fi,$109.99
Custom Gaming Desktop PC RGB Tempered Glass Intel i7 Quad 8GB 1TB Nvidia K620 2G,$359.00
"New ListingLenovo ThinkCentre M73 PC Computer, Intel Core i5-4590 3.30GHz, 8GB",$49.99
New Listingcomputer,$650.00
"Windows 11 Pro Desktop Computer, PC: HP 3.20GHz i5, 500GB HDD, 8GB, DVD/CD, WiFi",$165.99
"Dell SFF Desktop Computer PC Core i3 4GB Ram 500GB 19"" LCD Wi-Fi Speakers Win 10",$174.99
"LG Chromebase 21.5""聽 HD All-In-One, Intel Celeron 2955U. 4GB RAM",$99.99
Dell Optiplex 7050 Mini Desktop Computer i7-6700T 32GB DDR4 New 2TB NVMe M.2 SSD,$259.99 to $769.99
"New ListingDell OptiPlex 7050 MFF Micro Tiny PC i5-6600t, 16GB Ram, 256GB SSD w Win10P & AC",$179.00
desktop computers,$385.00
"Dell OptiPlex 7040 SFF Desktop, i5 6500, 8GB RAM, 256GB SSD, Win10",$174.99
"Fast Dell Optiplex 790 Windows 10 Desktop Computer Core i5 4GB 19"" LCD 500gb",$135.99
Dell Optiplex 9010/7010 MT Intel i7-3770 3.4GHz 16GB RAM 512GB SSD Win 10 Pro,$224.99
Dell Clearance Desktop Computer Grade B Windows Business Pc Hd 8gb Ram 240gb Ssd,$160.94
HP Desktop M01-F0 AMD Ryzen 3 3200G 3.6GHz 8GB RAM 1TB HDD Windows 10,$279.99
Dell Inspiron 3891 Desktop i5-11400 12GB RAM 256GB SSD+1TB HDD DVD-RW WiFi,$449.00
"HP Essential All-in-One Computer 21.5"" FHD 11th gen Intel Core i3, 8 GB; 1 TB",$499.99
Optiplex Dell 3.0GHz Tower 8GB 256GB Wifi Windows 10 Computer Monitor Combo,$154.99 to $199.99
DELL PRECISION 3630 I5 USED,$330.00
Dell Optiplex 9010/7010 MT Intel i5-3470 3.2GHz 8GB RAM 256GB SSD Windows 10 PRO,$139.99
HP GAMING Computer Windows 11 32GB 1TB 4K Video Intel i7 HDMI SSD (FULLY LOADED),$845.00
Dell Optiplex 7010 USFF i3-3220 3.30GHz Business Desktop Computer Windows 10 PC,$94.99 to $234.99
Dell OptiPlex 390 MT Intel i5-2400 3.1GHz 8GB 500GB Win10 PC Computer Desktop,$99.99
"hp Desktop Computer 16GB 2TB 512GB SSD Wifi Core i5 Windows 10 PC 24"" 22"" LCD",$144.99 to $409.99
New ListingHP All In One Computer (19-3013w),$199.99
Dell OptiPlex Desktop Computer PC Core i3 3.40GHz 8GB 160GB HDD Windows 10 Wi-Fi,$94.44
"Dell Optiplex Computer System i5 3.2ghz Up To 16gb Ram 2tb Drive 22"" LCD Monitor",$159.99 to $409.99
Dell Inspiron Computer Intel Core i3 3 Ghz 8 GB Ram 256 GB HDD Windows 10 Home,$440.52
Custom Build HP Desktop i5 16GB | 2TB | K+M | Windows 11 Display Port WiFi BT PC,$95.76 to $337.97
Dell Desktop i5 Computer PC Intel 3.20GHz 8GB RAM 500GB HD Windows 10 Home WIFI,$119.98
"Dell Computer & 22"" LCD bundle Core i5 8GB 500GB WiFi Windows 10 Desktop PC",$205.00
New ListingDell XPS 8900 PC Intel Core i5-6500 3.20GHz 16GB RAM Samsung 256gb ssd 1TB HDD,$199.00
Xtra-PC Pro 64,$49.99
Lenovo ThinkCentre M93p i5-4570T 2.9GHz 4GB RAM W/PSU (CHARGER) - OFFERS WELCOME,$81.94
Shop on eBay,$20.00
Custom Bundle HP 6305 Pro Desktop Computer 8GB 1TB HD 128GB SSD Windows 10 WIFI,$85.95 to $179.95
New ListingHP Desktop Workstation Computer Windows 11 Intel Core i7 3.60GHz 16GB RAM 256SSD,$799.99
Lot of 5 - Zotac Mini PC AMD FX-7600P 2.7GHZ 4GB RAM NO HDD GS-B280-0001,$229.00
New Listingdell optiplex 790 sff (incomplete),$150.00
New ListingDell XPS 8900 PC Intel Core i5-6500 3.20GHz 16GB RAM Samsung 256gb ssd 1TB HDD,$199.00
10-Core Gaming Computer Desktop PC Tower SSD Quad 32GB R7 Graphic CUSTOM BUILT,$549.99
"New ListingDell OptiPlex 980 SFF PC Computer, Intel Core i7-860 2.80GHz, 16GB",$59.99
HP Pro 6300 Computer Dual Core 2.8Ghz 4GB 250GB USB 3.0 Windows 10 M6300-9,$65.99
Lenovo ThinkCentre M92p Tiny i5-3470T 2.90GHz Desktop Computer Windows 10 PC,$124.99 to $264.99
New ListingCore2 Quad 8400 Computer 2.66GHz 8GB RAM 500GB HDD DG43GT Win7 Pro PopOS Linux,$55.00
New ListingCore2 Quad 8400 Computer 2.66GHz 4GB RAM 1TB HDD DG41TX Win7 Pro Linux PopOS,$55.00
^ Dell Optiplex 7050 SFF i7-7700 @ 3.6GHz 16GB Ram Dual AMD Radeon R5 430 No HD,$250.00
"Dell Desktop Computer QUAD CORE i5 WINDOWS 11 Pro 16GB 2TB 480GB SSD 22"" MONITOR",$149.00 to $450.00
"Dell Desktop Computer QUAD CORE i5 16GB RAM 2TB 512GB SSD WINDOWS 10 PC 24"" LCD",$160.99 to $360.99
"Desktop Computer, Keyboard, Mouse, WiFi (GT 1030, i5 3.6GHz, 8GB RAM, 320GB, HP)",$139.99
Dell Desktop Computer Core i3 16GB RAM 2TB 256GB SSD Windows 10 Pro PC 22in LCD,$149.99 to $399.95
